4301973733 94487 0 49
4301973746 84804 0 34
4301973759 0 0 0
4301973779 6117 0 2
4301973801 3158 0 1
4301973821 0 0 0
4301973840 0 0 0
4301973861 0 0 0
4301973880 0 0 0
4301973899 0 0 0
4301973918 0 0 0
4301973938 0 0 0
4301973957 0 0 0
4301973977 0 0 0
4301973998 36799 0 16
4301974020 104276 0 40
4301974039 7425 0 3
4301974060 0 0 0
4301974079 0 0 0
4301974098 0 0 0
4301974118 0 0 0
4301974138 0 0 0
4301974157 0 0 0
4301974176 0 0 0
4301974195 0 0 0
4301974215 0 0 0
4301974235 0 0 0
4301974255 24547 0 8
4301974277 90346 0 37
4301974296 6047 0 2
4301974316 0 0 0
4301974342 0 0 0
4301974362 0 0 0
4301974381 0 0 0
4301974400 0 0 0
4301974419 0 0 0
4301974438 0 0 0
4301974459 0 0 0
4301974478 0 0 0
4301974498 15165 0 8
4301974519 39353 0 18
4301974541 46581 0 20
4301974560 0 0 0
4301974579 0 0 0
4301974599 0 0 0
4301974619 0 0 0
4301974638 0 0 0
4301974658 0 0 0
4301974677 0 0 0
4301974696 0 0 0
4301974716 0 0 0
4301974735 0 0 0
4301974755 13592 0 5
4301974776 35252 0 15
4301974798 33156 0 15
4301974817 0 0 0
4301974838 0 0 0
4301974858 0 0 0
4301974877 0 0 0
4301974896 0 0 0
4301974915 0 0 0
4301974934 0 0 0
4301974953 0 0 0
4301974972 0 0 0
4301974991 0 0 0
4301975010 13752 0 5
4301975030 26079 0 15
4301975053 28929 0 28
4301975072 0 0 0
4301975091 0 0 0
4301975111 0 0 0
4301975131 0 0 0
4301975150 0 0 0
4301975170 0 0 0
4301975190 0 0 0
4301975209 0 0 0
4301975229 0 0 0
4301975248 2807 0 2
4301975268 15914 0 9
4301975289 21250 0 14
4301975311 16169 0 14
4301975330 0 0 0
4301975350 0 0 0
4301975369 0 0 0
4301975388 0 0 0
4301975407 0 0 0
4301975427 0 0 0
4301975447 0 0 0
4301975466 0 0 0
4301975486 0 0 0
4301975505 6267 0 5
4301975527 12714 0 12
4301975548 19329 0 19
4301975567 7990 0 4
4301975588 0 0 0
4301975607 0 0 0
4301975626 0 0 0
4301975645 0 0 0
4301975665 0 0 0
4301975684 0 0 0
4301975703 0 0 0
4301975722 0 0 0
4301975741 0 0 0
4301975760 5622 0 4
4301975782 10670 0 12
4301975803 20251 0 20
4301975823 936 0 1
4301975843 0 0 0
4301975863 0 0 0
4301975882 0 0 0
4301975901 0 0 0
4301975920 0 0 0
4301975939 0 0 0
4301975958 0 0 0
4301975977 0 0 0
4301975996 0 0 0
4301976015 6408 0 4
4301976035 7920 0 5
4301976056 17712 0 14
4301976076 0 0 0
4301976095 0 0 0
4301976115 0 0 0
4301976135 0 0 0
4301976154 0 0 0
4301976174 0 0 0
4301976194 0 0 0
4301976214 0 0 0
4301976234 0 0 0
4301976253 1252 0 1
4301976273 5008 0 4
4301976293 6260 0 5
4301976314 12542 19 9
4301976334 0 0 0
4301976354 0 0 0
4301976373 0 0 0
4301976392 0 0 0
4301976411 0 0 0
4301976430 0 0 0
4301976449 0 0 0
4301976468 0 0 0
4301976487 0 0 0
4301976506 982 0 1
4301976525 4014 27 3
4301976547 4936 160 5
4301976568 6897 53 16
4301976588 1411 40 5
4301976608 1651 245 3
4301976627 0 0 0
4301976646 0 0 0
4301976665 0 0 0
4301976685 0 0 0
4301976704 0 0 0
4301976723 0 0 0
4301976743 0 0 0
4301976762 914 245 3
4301976784 4663 560 12
4301976806 2775 443 12
4301976828 4845 347 3
4301976850 3815 687 9
4301976870 1346 456 3
4301976890 0 0 0
4301976909 0 0 0
4301976928 0 0 0
4301976947 0 0 0
4301976967 0 0 0
4301976986 0 0 0
4301977005 21 11 0
4301977025 1428 461 4
4301977047 2902 1284 11
4301977069 2640 795 6
4301977091 2627 1032 13
4301977111 81 37 0
4301977133 3615 1428 9
4301977154 1334 519 5
4301977173 0 0 0
4301977192 0 0 0
4301977212 0 0 0
4301977231 0 0 0
4301977250 0 0 0
4301977269 636 503 2
4301977288 392 301 4
4301977309 1697 1163 14
4301977331 1700 982 29
4301977353 1946 1017 18
4301977375 1906 1245 24
4301977396 1644 1131 9
4301977417 2408 1812 8
4301977437 574 559 3
4301977457 0 0 0
4301977476 0 0 0
4301977495 0 0 0
4301977514 4 8 0
4301977533 640 694 4
4301977552 0 0 0
4301977573 1214 697 5
4301977593 895 657 4
4301977613 695 555 4
4301977635 3694 2908 22
4301977655 547 494 4
4301977675 5 9 0
4301977696 1809 1705 8
4301977718 2041 1898 16
4301977737 0 0 0
4301977757 0 0 0
4301977776 0 0 0
4301977795 389 634 6
4301977814 105 180 0
4301977834 683 889 4
4301977854 495 773 3
4301977874 652 816 4
4301977896 1757 1739 16
4301977917 1642 2079 19
4301977936 85 118 1
4301977956 412 506 3
4301977977 1487 1915 16
4301977998 1011 1421 9
4301978018 206 368 4
4301978038 0 0 0
4301978057 250 383 1
4301978076 195 285 2
4301978097 264 579 3
4301978117 385 681 3
4301978137 337 530 4
4301978157 321 469 3
4301978177 582 721 5
4301978197 47 74 1
4301978216 36 36 0
4301978237 414 566 3
4301978257 21 35 0
4301978277 16 45 0
4301978297 393 563 6
4301978317 29 36 0
4301978337 68 110 2
4301978357 171 246 2
4301978378 30 54 0
4301978398 357 566 5
4301978418 20 37 1
4301978438 259 387 3
4301978458 13 19 0
4301978477 15 23 0
4301978496 24 30 0
4301978516 21 38 0
4301978537 777 1242 8
4301978557 45 38 0
4301978577 35 39 0
4301978597 27 38 1
4301978617 191 322 3
4301978636 20 29 0
4301978660 281 422 5
4301978680 183 308 2
4301978700 27 33 0
4301978720 24 35 0
4301978739 111 204 3
4301978760 281 455 3
4301978779 18 32 0
4301978799 27 46 0
4301978819 394 605 5
4301978839 26 34 0
4301978858 21 41 0
4301978880 396 725 6
4301978900 27 54 0
4301978920 17 36 0
4301978940 35 54 0
4301978960 337 569 4
4301978980 16 37 0
4301979000 30 49 0
4301979020 357 607 2
4301979040 122 208 2
4301979060 17 40 0
4301979080 30 51 0
4301979100 306 539 4
4301979120 10 40 0
4301979140 145 248 2
4301979153 13 35 0
4301979172 20 25 0
4301979192 262 535 3
4301979212 18 35 0
4301979232 42 38 1
4301979252 209 452 8
4301979272 32 32 0
4301979292 15 30 0
4301979313 32 62 0
4301979333 412 726 7
4301979353 17 40 0
4301979373 35 51 1
4301979393 23 44 1
4301979413 313 701 9
4301979433 20 37 0
4301979453 24 62 0
4301979478 63 120 0
4301979499 377 729 7
4301979519 20 37 0
4301979539 39 58 0
4301979560 35 43 1
4301979580 303 654 8
4301979600 14 35 0
4301979620 116 257 4
4301979640 21 39 0
4301979660 7 41 1
4301979682 25 52 0
4301979702 347 757 8
4301979722 11 42 0
4301979742 83 175 2
4301979762 44 76 0
4301979782 209 468 6
4301979801 18 43 0
4301979822 18 35 0
4301979842 169 365 4
4301979862 61 88 0
4301979882 17 44 1
4301979902 31 62 0
4301979922 320 586 8
4301979942 20 41 0
4301979962 201 360 3
4301979982 10 31 0
4301980001 23 44 0
4301980022 144 298 3
4301980042 12 32 0
4301980062 21 55 0
4301980081 325 769 6
4301980102 10 36 0
4301980122 14 34 0
4301980142 26 56 1
4301980162 20 45 1
4301980186 1913 4287 51
4301980218 1344 3111 30
4301980237 277 419 7
4301980256 0 0 0
4301980275 0 0 0
4301980294 0 0 0
4301980313 0 0 0
4301980338 0 0 0
4301980357 0 0 0
4301980376 0 0 0
4301980395 0 0 0
4301980414 0 0 0
4301980433 568 1067 9
4301980455 1778 3010 48
4301980473 1194 2208 30
4301980490 332 568 2
4301980507 226 282 3
4301980524 0 0 0
4301980541 0 0 0
4301980558 0 0 0
4301980575 0 0 0
4301980592 0 0 0
4301980609 0 0 0
4301980626 0 0 0
4301980643 0 0 0
4301980660 0 0 0
4301980677 0 0 0
4301980690 0 0 0
4301980706 27 37 9
4301980721 6 7 1
4301980735 11 34 5
4301980749 10 7 3
read 356 profiled data
