4302235575 0 0 0
4302235596 0 0 0
4302235617 6047 0 3
4302235638 28055 0 11
4302235663 98932 0 37
4302235684 0 0 0
4302235705 0 0 0
4302235726 0 0 0
4302235747 0 0 0
4302235768 0 0 0
4302235789 0 0 0
4302235810 0 0 0
4302235831 0 0 0
4302235852 0 0 0
4302235873 5055 0 2
4302235896 32139 0 13
4302235919 74016 0 28
4302235932 0 0 0
4302235953 0 0 0
4302235974 0 0 0
4302235995 0 0 0
4302236016 0 0 0
4302236037 0 0 0
4302236058 0 0 0
4302236079 0 0 0
4302236100 0 0 0
4302236121 4100 0 1
4302236142 12733 0 6
4302236166 73367 0 32
4302236187 0 0 0
4302236208 0 0 0
4302236230 0 0 0
4302236251 0 0 0
4302236272 0 0 0
4302236293 0 0 0
4302236314 0 0 0
4302236335 0 0 0
4302236356 0 0 0
4302236377 3438 0 2
4302236399 23925 0 10
4302236422 48273 0 21
4302236443 0 0 0
4302236464 0 0 0
4302236485 0 0 0
4302236506 0 0 0
4302236527 0 0 0
4302236548 0 0 0
4302236570 0 0 0
4302236591 0 0 0
4302236612 0 0 0
4302236633 6288 0 2
4302236659 23160 0 9
4302236681 32306 0 15
4302236702 0 0 0
4302236723 0 0 0
4302236744 0 0 0
4302236765 0 0 0
4302236786 0 0 0
4302236807 0 0 0
4302236828 0 0 0
4302236849 0 0 0
4302236870 325 0 0
4302236891 6620 0 4
4302236914 33366 0 15
4302236935 10619 0 4
4302236956 0 0 0
4302236977 0 0 0
4302236999 0 0 0
4302237020 0 0 0
4302237041 0 0 0
4302237062 0 0 0
4302237083 0 0 0
4302237104 0 0 0
4302237125 1874 0 1
4302237147 5622 0 4
4302237170 31858 0 17
4302237191 1874 0 1
4302237212 0 0 0
4302237233 0 0 0
4302237254 0 0 0
4302237275 0 0 0
4302237296 0 0 0
4302237317 0 0 0
4302237338 0 0 0
4302237359 0 0 0
4302237380 1602 0 0
4302237401 5286 0 3
4302237423 15654 0 14
4302237444 2011 0 1
4302237465 2400 0 13
4302237486 1443 0 7
4302237507 3072 19 5
4302237528 1633 47 5
4302237549 1162 12 6
4302237570 1014 13 5
4302237591 0 0 0
4302237612 0 0 0
4302237633 698 405 2
4302237654 968 248 1
4302237675 1 2 9
4302237696 303 14 7
4302237717 1194 37 0
4302237738 188 17 0
4302237759 0 0 0
4302237780 71 0 0
4302237806 36 3 0
4302237827 234 16 1
4302237848 383 2 3
4302237869 1414 1 0
4302237890 1469 50 0
4302237914 1201 40 1
4302237935 1848 107 6
4302237956 2134 49 2
4302237977 887 58 1
4302237999 1419 180 1
4302238021 820 5 3
4302238043 241 12 1
4302238064 93 13 0
4302238088 1929 215 1
4302238109 304 23 0
4302238130 635 11 3
4302238151 739 117 3
4302238174 1097 113 0
4302238195 645 65 0
4302238216 32 4 0
4302238237 575 56 1
4302238259 188 43 1
4302238280 111 23 2
4302238302 1047 274 4
4302238323 686 33 1
4302238344 207 36 1
4302238365 98 16 0
4302238386 309 17 1
4302238407 424 103 2
4302238431 1228 127 2
4302238452 245 31 5
4302238473 45 2 1
4302238495 1594 212 2
4302238518 993 367 12
4302238540 1071 323 5
4302238563 1157 516 4
4302238585 1117 388 4
4302238606 765 297 2
4302238628 777 262 2
4302238649 233 2 4
4302238671 26 8 5
4302238692 35 9 0
4302238713 123 20 0
4302238736 1544 368 3
4302238757 466 159 1
4302238778 326 135 1
4302238801 1532 510 5
4302238822 94 29 1
4302238843 72 13 0
4302238866 1562 523 7
4302238887 0 1 0
4302238908 16 11 0
4302238929 221 102 1
4302238950 37 11 0
4302238971 72 22 1
4302238995 1989 562 9
4302239016 118 41 0
4302239037 122 40 0
4302239058 116 35 1
4302239079 98 34 0
4302239100 694 178 1
4302239121 124 32 0
4302239142 324 118 1
4302239163 948 327 4
4302239184 28 16 0
4302239205 54 19 0
4302239226 28 12 2
4302239247 41 15 0
4302239268 58 16 0
4302239289 34 15 0
4302239310 57 15 0
4302239332 1229 463 4
4302239360 223 104 0
4302239386 60 25 0
4302239407 21 17 0
4302239428 59 25 0
4302239450 51 21 0
4302239471 0 0 0
4302239492 179 250 4
4302239513 500 446 4
4302239534 269 87 2
4302239555 438 175 0
4302239576 987 425 3
4302239599 1054 361 3
4302239623 990 299 2
4302239647 1595 836 9
4302239668 737 410 2
4302239689 141 141 2
4302239710 209 144 2
4302239731 575 475 3
4302239752 484 272 2
4302239773 128 51 3
4302239794 147 70 1
4302239815 57 46 0
4302239836 186 189 2
4302239858 1661 1107 8
4302239879 113 53 0
4302239901 254 121 2
4302239922 279 139 1
4302239943 67 57 0
4302239964 238 137 1
4302239985 47 21 1
4302240006 24 14 0
4302240027 45 20 0
4302240048 10 13 0
4302240069 42 18 0
4302240090 23 12 0
4302240113 1814 923 10
4302240134 164 72 0
4302240155 28 13 0
4302240176 61 23 0
4302240197 50 29 0
4302240218 47 23 0
4302240239 75 43 1
4302240260 55 49 0
4302240281 322 181 2
4302240302 65 40 0
4302240323 378 183 0
4302240344 347 209 0
4302240367 425 268 2
4302240388 39 32 0
4302240410 20 18 0
4302240431 10 8 0
4302240452 53 40 0
4302240473 227 87 0
4302240494 18 7 0
4302240515 11 11 0
4302240539 218 125 2
4302240560 49 29 0
4302240582 16 10 1
4302240603 12 8 0
4302240624 5 5 0
4302240645 52 43 0
4302240674 47 40 0
4302240699 224 155 0
4302240720 379 248 3
4302240741 161 78 1
4302240762 30 10 1
4302240784 60 46 0
4302240805 54 40 0
4302240826 26 16 1
4302240847 52 42 0
4302240868 116 100 1
4302240890 3 4 3
4302240911 26 14 0
4302240932 112 115 0
4302240954 1456 1546 8
4302240977 1498 979 6
4302240999 1622 951 10
4302241022 2425 1851 15
4302241044 1150 788 6
4302241065 439 219 2
4302241086 0 0 0
4302241107 0 0 0
4302241128 0 0 0
4302241149 0 0 0
4302241170 0 0 0
4302241191 730 758 7
4302241215 2142 2148 12
4302241239 2172 1439 8
4302241264 6791 3454 32
4302241287 2753 2055 16
4302241308 1125 702 2
4302241329 0 0 0
4302241350 0 0 0
4302241371 0 0 0
4302241392 0 0 0
4302241413 0 0 0
4302241434 0 0 0
4302241455 993 818 5
4302241476 928 1044 7
4302241497 484 341 0
4302241518 523 254 2
