4300487597 34609 0 15
4300487610 15235 0 6
4300487623 0 0 0
4300487636 0 0 0
4300487651 0 0 0
4300487666 0 0 0
4300487680 0 0 0
4300487693 0 0 0
4300487707 0 0 0
4300487721 0 0 0
4300487736 0 0 0
4300487749 0 0 0
4300487763 0 0 0
4300487776 0 0 0
4300487790 0 0 0
4300487804 0 0 0
4300487818 0 0 0
4300487832 0 0 0
4300487846 2018 0 1
4300487861 22878 0 8
4300487874 14654 0 5
4300487888 0 0 0
4300487903 0 0 0
4300487916 0 0 0
4300487930 0 0 0
4300487945 0 0 0
4300487959 0 0 0
4300487972 0 0 0
4300487986 0 0 0
4300488001 0 0 0
4300488014 0 0 0
4300488029 0 0 0
4300488042 0 0 0
4300488056 0 0 0
4300488071 0 0 0
4300488085 0 0 0
4300488098 1944 0 0
4300488112 0 0 0
4300488127 28286 0 11
4300488140 30879 0 1
4300488155 0 0 0
4300488169 0 0 0
4300488183 0 0 0
4300488197 0 0 0
4300488211 0 0 0
4300488225 0 0 0
4300488239 0 0 0
4300488253 0 0 0
4300488267 0 0 0
4300488281 0 0 0
4300488295 0 0 0
4300488309 0 0 0
4300488324 0 0 0
4300488338 1942 0 1
4300488352 0 0 0
4300488366 0 0 0
4300488381 7220 0 3
4300488394 18269 0 7
4300488408 0 0 0
4300488422 0 0 0
4300488436 0 0 0
4300488451 0 0 0
4300488465 0 0 0
4300488479 0 0 0
4300488492 0 0 0
4300488506 0 0 0
4300488520 0 0 0
4300488534 0 0 0
4300488548 0 0 0
4300488562 0 0 0
4300488577 0 0 0
4300488590 1951 0 1
4300488605 0 0 0
4300488618 0 0 0
4300488632 0 0 0
4300488647 21294 0 9
4300488661 0 0 0
4300488675 0 0 0
4300488688 0 0 0
4300488702 0 0 0
4300488716 0 0 0
4300488730 0 0 0
4300488744 0 0 0
4300488758 0 0 0
4300488772 0 0 0
4300488786 0 0 0
4300488800 0 0 0
4300488815 0 0 0
4300488828 0 0 0
4300488842 1933 0 1
4300488856 0 0 0
4300488870 0 0 0
4300488884 0 0 0
4300488899 5851 0 2
4300488913 11723 0 5
4300488926 0 0 0
4300488940 0 0 0
4300488955 0 0 0
4300488969 0 0 0
4300488983 0 0 0
4300488997 0 0 0
4300489011 0 0 0
4300489026 0 0 0
4300489039 0 0 0
4300489053 0 0 0
4300489067 0 0 0
4300489082 0 0 0
4300489096 1864 0 1
4300489110 0 0 0
4300489125 0 0 0
4300489138 0 0 0
4300489152 0 0 0
4300489166 14392 0 6
4300489181 0 0 0
4300489194 0 0 0
4300489208 0 0 0
4300489223 0 0 0
4300489236 0 0 0
4300489251 0 0 0
4300489264 0 0 0
4300489278 0 0 0
4300489292 0 0 0
4300489306 0 0 0
4300489321 0 0 0
4300489334 0 0 0
4300489348 1849 0 0
4300489362 0 0 0
4300489376 0 0 0
4300489391 0 0 0
4300489405 0 0 0
4300489418 11933 0 6
4300489432 0 0 0
4300489446 0 0 0
4300489460 0 0 0
4300489474 0 0 0
4300489488 0 0 0
4300489502 0 0 0
4300489516 0 0 0
4300489530 0 0 0
4300489544 0 0 0
4300489558 0 0 0
4300489573 0 0 0
4300489586 0 0 0
4300489600 1861 0 0
4300489614 0 0 0
4300489628 0 0 0
4300489642 0 0 0
4300489656 0 0 0
4300489670 9944 0 5
4300489685 0 0 0
4300489699 0 0 0
4300489714 0 0 0
4300489728 0 0 0
4300489742 0 0 0
4300489756 0 0 0
4300489770 0 0 0
4300489784 0 0 0
4300489798 0 0 0
4300489812 0 0 0
4300489826 0 0 0
4300489840 0 0 0
4300489854 1867 0 1
4300489868 0 0 0
4300489882 0 0 0
4300489896 0 0 0
4300489910 0 0 0
4300489924 8067 0 4
4300489938 45 0 0
4300489953 0 0 0
4300489966 0 0 0
