4300100175 39994 0 16
4300100188 17607 0 6
4300100202 0 0 0
4300100216 0 0 0
4300100231 0 0 0
4300100244 0 0 0
4300100258 0 0 0
4300100272 0 0 0
4300100286 0 0 0
4300100300 0 0 0
4300100314 0 0 0
4300100327 0 0 0
4300100341 0 0 0
4300100356 0 0 0
4300100369 0 0 0
4300100383 0 0 0
4300100397 0 0 0
4300100411 0 0 0
4300100425 9418 0 4
4300100440 23787 0 9
4300100453 13745 0 7
4300100468 0 0 0
4300100481 0 0 0
4300100496 0 0 0
4300100509 0 0 0
4300100523 0 0 0
4300100538 0 0 0
4300100551 0 0 0
4300100565 0 0 0
4300100579 0 0 0
4300100594 0 0 0
4300100607 0 0 0
4300100621 0 0 0
4300100636 0 0 0
4300100649 0 0 0
4300100663 0 0 0
4300100677 9073 0 3
4300100691 0 0 0
4300100706 23899 0 9
4300100720 6980 0 3
4300100734 0 0 0
4300100747 0 0 0
4300100761 0 0 0
4300100775 0 0 0
4300100789 0 0 0
4300100803 0 0 0
4300100818 0 0 0
4300100831 0 0 0
4300100845 0 0 0
4300100860 0 0 0
4300100873 0 0 0
4300100887 0 0 0
4300100901 0 0 0
4300100916 0 0 0
4300100929 8735 0 4
4300100943 0 0 0
4300100957 0 0 0
4300100972 25489 0 11
4300100986 0 0 0
4300101000 0 0 0
4300101013 0 0 0
4300101028 0 0 0
4300101042 0 0 0
4300101056 0 0 0
4300101069 0 0 0
4300101083 0 0 0
4300101098 0 0 0
4300101111 0 0 0
4300101125 0 0 0
4300101139 0 0 0
4300101153 0 0 0
4300101167 0 0 0
4300101181 8442 0 3
4300101195 0 0 0
4300101209 0 0 0
4300101224 9071 0 4
4300101237 12223 0 5
4300101251 0 0 0
4300101265 0 0 0
4300101280 0 0 0
4300101293 0 0 0
4300101307 0 0 0
4300101322 0 0 0
4300101336 0 0 0
4300101349 0 0 0
4300101363 0 0 0
4300101377 0 0 0
4300101391 0 0 0
4300101405 0 0 0
4300101419 0 0 0
4300101433 8092 0 3
4300101447 0 0 0
4300101461 0 0 0
4300101475 0 0 0
4300101489 17574 0 7
4300101504 0 0 0
4300101517 0 0 0
4300101531 0 0 0
4300101546 0 0 0
4300101560 0 0 0
4300101573 0 0 0
4300101587 0 0 0
