4295018522 0 0 0
4295018535 0 0 0
4295018548 0 0 0
4295018561 0 0 0
4295018574 0 0 0
4295018587 0 0 0
4295018600 0 0 0
4295018614 0 0 0
4295018627 0 0 0
4295018640 0 0 0
4295018653 0 0 0
4295018666 0 0 0
4295018679 0 0 0
4295018692 0 0 0
4295018705 0 0 0
4295018718 0 0 0
4295018731 0 0 0
4295018744 0 0 0
4295018757 0 0 0
4295018770 0 0 0
4295018783 0 0 0
4295018796 0 0 0
4295018809 0 0 0
4295018822 0 0 0
4295018835 0 0 0
4295018848 0 0 0
4295018861 0 0 0
4295018874 0 0 0
4295018887 0 0 0
4295018900 0 0 0
4295018913 0 0 0
4295018926 0 0 0
4295018939 0 0 0
4295018952 0 0 0
4295018965 0 0 0
4295018978 0 0 0
4295018991 0 0 0
4295019004 0 0 0
4295019017 0 0 0
4295019030 0 0 0
4295019043 0 0 0
4295019056 0 0 0
4295019069 0 0 0
4295019082 0 0 0
4295019095 0 0 0
4295019108 0 0 0
4295019121 0 0 0
4295019134 0 0 0
4295019147 0 0 0
4295019160 0 0 0
4295019173 0 0 0
4295019186 0 0 0
4295019199 0 0 0
4295019212 0 0 0
4295019225 0 0 0
4295019238 0 0 0
4295019251 0 0 0
4295019264 0 0 0
4295019277 0 0 0
4295019290 0 0 0
4295019303 0 0 0
4295019316 0 0 0
4295019329 0 0 0
4295019342 0 0 0
4295019355 0 0 0
4295019368 0 0 0
4295019381 0 0 0
4295019394 0 0 0
4295019407 0 0 0
4295019420 0 0 0
4295019433 0 0 0
4295019446 0 0 0
4295019459 0 0 0
4295019472 0 0 0
4295019485 0 0 0
4295019498 0 0 0
4295019511 0 0 0
4295019524 0 0 0
4295019537 0 0 0
4295019550 0 0 0
4295019563 0 0 0
4295019577 0 0 0
4295019591 0 0 0
4295019604 0 0 0
4295019617 0 0 0
4295019630 0 0 0
4295019644 0 0 0
4295019657 0 0 0
4295019670 0 0 0
4295019683 0 0 0
4295019696 0 0 0
4295019710 0 0 0
4295019723 0 0 0
4295019736 0 0 0
4295019749 0 0 0
4295019763 0 0 0
4295019776 0 0 0
4295019789 0 0 0
4295019802 0 0 0
4295019815 0 0 0
4295019828 0 0 0
4295019841 0 0 0
4295019854 0 0 0
4295019867 0 0 0
4295019880 0 0 0
4295019893 0 0 0
4295019906 0 0 0
4295019919 0 0 0
4295019933 0 0 0
4295019946 0 0 0
4295019959 0 0 0
4295019972 0 0 0
4295019985 0 0 0
4295019998 0 0 0
4295020011 0 0 0
4295020025 0 0 0
4295020038 0 0 0
4295020051 0 0 0
4295020064 0 0 0
4295020077 0 0 0
4295020090 0 0 0
